ID	Function_ID
4461856	Perl_list
4467200	Perl_op_sibling_splice.constprop.40
4468048	Perl_newUNOP
4469024	Perl_newSVREF
4472368	S_new_logop
4474800	Perl_newLOGOP
4474832	Perl_newASSIGNOP
4477552	Perl_ck_sassign
4478736	Perl_op_append_elem
4479072	Perl_op_append_list
4479552	Perl_block_end
4481760	Perl_op_convert_list
4483008	Perl_ck_fun
4487728	Perl_ck_lfun
4488576	Perl_ck_stringify
4495920	Perl_op_prepend_elem
4497952	Perl_ck_listiob
4505104	Perl_rpeep
4513296	Perl_op_scope
4514048	Perl_newPROG
4516528	Perl_newWHILEOP
4525104	Perl_newXS_len_flags
4544368	S_my_kid
4546368	Perl_my_attrs
4547008	Perl_localize
4553744	Perl_newXS
4553824	Perl_newXS_flags
4554000	Perl_newCONSTSUB
4554592	Perl_cv_forget_slab
4554688	Perl_pad_block_start
4554816	Perl_intro_my
4555040	Perl_pad_leavemy
4555664	Perl_pad_free
4558128	Perl_padname_free
4558432	Perl_cv_undef_flags
4559856	Perl_cv_undef
4561296	Perl_padnamelist_store
4561920	Perl_pad_new
4566528	Perl_pad_alloc
4566896	S_pad_findlex
4568880	Perl_pad_findmy_pvn
4571168	Perl_pad_add_name_pvn
4573488	Perl_nothreadhook
4573808	S_my_exit_jump
4575072	S_incpush.constprop.5
4575200	Perl_sys_init3
4575232	Perl_sys_term
4575264	perl_alloc
4575328	perl_free
4575616	Perl_get_hv
4575824	Perl_get_cv
4581264	Perl_init_stacks
4581520	perl_construct
4583056	Perl_populate_isa
4583408	Perl_init_argv_symbols
4583952	S_init_postdump_symbols
4585856	perl_destruct
4592320	Perl_my_exit
4596560	perl_parse
4602976	perl_run
4604272	PerlIOBase_noop_ok
4604352	PerlIOBase_error
4604448	PerlIOUnix_fileno
4604528	PerlIOBuf_get_base
4604624	PerlIOBuf_popped
4604704	PerlIOUnix_tell
4605024	PerlIOUnix_read
4605392	PerlIOBase_popped
4605488	PerlIOBase_read.part.29
4607088	PerlIOUnix_write
4607680	PerlIOBuf_get_ptr
4607824	PerlIOBuf_set_ptrcnt
4607936	PerlIOBuf_get_cnt
4608208	PerlIO_debug
4608416	PerlIOUnix_close
4611760	PerlIO_define_layer
4612960	PerlIO_default_layers
4615040	Perl_boot_core_PerlIO
4617264	PerlIO_push
4619952	Perl_PerlIO_fileno
4620032	PerlIOBase_fileno
4620912	PerlIOBuf_pushed
4621680	Perl_PerlIO_write
4621872	Perl_PerlIO_tell
4621968	Perl_PerlIO_flush
4622944	PerlIOBuf_tell
4623760	PerlIO_destruct
4624112	PerlIOBuf_close
4624336	PerlIO_cleantable
4625152	Perl_PerlIO_close
4627312	PerlIOBuf_open
4628624	PerlIO_isutf8
4628784	Perl_PerlIO_error
4629296	PerlIO_fast_gets
4629472	Perl_PerlIO_get_base
4631408	PerlIOBuf_write
4633408	PerlIOBuf_read
4633552	PerlIOBuf_flush
4634208	PerlIOBuf_fill
4635920	Perl_PerlIO_get_ptr
4636016	Perl_PerlIO_get_cnt
4636208	Perl_PerlIO_set_ptrcnt
4639744	PerlIO_init
4639760	PerlIOUnix_refcnt_inc
4640480	PerlIOUnix_pushed
4642864	PerlIO_cleanup
4643392	PerlIO_teardown
4643456	PerlIOUnix_oflags
4643728	PerlIOUnix_open
4646656	PerlIO_getc
4648384	Perl_PerlIO_context_layers
4648560	PerlIO_openn.constprop.32
4649248	PerlIO_stdstreams
4649360	PerlIO_resolve_layers
4651120	PerlIO_open
4651216	Perl_PerlIO_stdin
4651344	Perl_PerlIO_stdout
4651472	Perl_PerlIO_stderr
4653808	xs_init
4654304	S_clear_yystack
4654704	Perl_yyparse
4682768	Perl_pp_modulo
4687328	Perl_pp_right_shift
4688384	Perl_pp_gt
4702064	Perl_pp_rand
4702384	Perl_pp_srand
4702816	Perl_pp_int
4757456	Perl_dounwind.part.8
4758576	S_unwind_loop
4784432	Perl_dounwind
4790736	Perl_pp_enter
4791104	Perl_pp_leave
4793648	Perl_pp_enterloop
4794080	Perl_pp_leaveloop
4799248	Perl_pp_next
4821376	Perl_pp_const
4821456	Perl_pp_nextstate
4821600	Perl_pp_gvsv
4821824	Perl_pp_pushmark
4822128	Perl_pp_and
4822464	Perl_pp_sassign
4823616	Perl_pp_unstack
4823808	Perl_pp_concat
4825712	Perl_pp_preinc
4828432	Perl_pp_print
4851792	Perl_pp_padsv
4958720	Perl_setdefout
5020432	Perl__new_invlist_C_array
5215648	Perl_runops_standard
5215776	Perl_new_stackinfo
5216128	Perl_push_scope
5216560	Perl_free_tmps
5217136	Perl_save_generic_svref
5217280	Perl_save_generic_pvref
5218816	Perl_save_bool
5219072	Perl_save_int
5219248	Perl_save_I8
5219376	Perl_save_I16
5219504	Perl_save_I32
5219680	Perl_save_strlen
5219808	Perl_save_pptr
5219936	Perl_save_vptr
5220064	Perl_save_sptr
5220608	Perl_save_pushptr
5220736	Perl_save_clearsv
5221584	Perl_save_destructor_x
5221712	Perl_save_hints
5223168	Perl_save_alloc
5223472	Perl_leave_scope
5227584	Perl_pop_scope
5227648	S_more_sv
5227792	S_expect_number
5229680	Perl_more_bodies
5231168	Perl_sv_free2
5231456	do_clean_named_io_objs
5232016	S_curse
5233328	Perl_sv_clean_objs
5234624	Perl_sv_clear
5237648	Perl_sv_unmagic
5238128	Perl_sv_2mortal
5240848	Perl_init_constants
5241776	Perl_sv_2nv_flags
5243712	Perl_sv_vcatpvfn_flags
5262912	Perl_sv_setsv_flags
5268544	Perl_sv_upgrade
5270112	Perl_sv_grow
5270704	Perl_sv_2pv_flags
5274208	Perl_newSV
5274320	Perl_newSVpvn_share
5274864	Perl_newSV_type
5275344	Perl_sv_add_backref
5275952	Perl_sv_magicext
5282224	Perl_sv_magic
5282816	Perl_newSViv
5282960	Perl_newSVuv
5289248	Perl_sv_catpvn_flags
5293040	Perl_sv_setpvn
5293360	Perl_sv_vsetpvfn
5293664	Perl_newSVpvn_flags
5294480	S_sv_2iuv_common
5296560	Perl_sv_2iv_flags
5298800	Perl_newSVpv
5298944	Perl_newSVpvn
5303904	Perl_sv_setiv
5304336	Perl_sv_setuv
5304864	Perl_sv_setpv
5307104	Perl_sv_dec_nomg
5308048	Perl_sv_dec
5310768	Perl_sv_setnv_mg
5314992	Perl_sv_sethek
5318496	Perl_sv_gets
5321648	Perl_newSVhek
5330496	S_incline
5332464	S_parse_ident
5333248	S_scan_word
5334016	Perl_lex_start
5334768	Perl_parser_free
5340704	Perl_lex_next_chunk
5342272	Perl_lex_read_space
5342800	S_skipspace_flags
5343024	S_scan_ident
5346928	S_intuit_more.part.3
5351920	S_scan_str
5363616	S_sublex_start
5366432	Perl_scan_num
5370448	Perl_yylex
5442896	S_sublex_done
5443408	Perl_keyword_plugin_standard
5473152	Perl_boot_core_UNIVERSAL
5538608	Perl_safesysmalloc
5538768	Perl_safesysrealloc
5538960	Perl_safesysfree
5541856	Perl_savepv
5542080	Perl_savepvn
5545632	Perl_safesyscalloc
5545952	Perl_form
5561072	Perl_ckwarn
5561504	Perl_my_setenv
5565328	Perl_rsignal_state
5566656	Perl_find_script
5568400	Perl_my_fflush_all
5576928	Perl_sv_destroyable
5577456	Perl_get_hash_seed
5583152	S_mro_clean_isarev.part.0
5588736	S_mro_get_linear_isa_dfs
5590752	Perl_mro_get_linear_isa
5591728	Perl_mro_isa_changed_in
5595072	Perl_mro_method_changed_in
5596208	Perl_boot_core_mro
5604432	spec_init_genrand
5604832	spec_genrand_int32
5605264	spec_rand
6217200	__libc_csu_init
6217316	_fini
