ID	Function_ID
4319648	DestroyPixelCacheNexus
4319824	GetAuthenticIndexQueue
4320928	GetPixelCacheVirtualMethod
4320944	GetVirtualIndexesFromNexus
4320976	GetVirtualIndexQueue
4322080	GetVirtualPixels
4324672	QueueAuthenticPixels
4324832	ReferencePixelCache
4325568	SyncAuthenticPixels
4325664	SyncImagePixelCache
4332432	SetImageAlphaChannel
4334768	GetClientPath
4336544	CoderComponentGenesis
4336592	CoderComponentTerminus
4340016	ColorComponentGenesis
4340064	ColorComponentTerminus
4346320	QueryMagickColorCompliance
4355504	QueryColorDatabase
4393376	TransformImageColorspace
4488960	ConfigureComponentGenesis
4489008	ConfigureComponentTerminus
4489120	DestroyConfigureOptions
4489136	GetConfigurePaths
4490080	GetConfigureOptions
4494032	ReadImage
4497952	ReadImages
4498784	WriteImage
4501008	WriteImages
4505792	FrameImage._omp_fn.0
4529248	FrameImage
4598336	BorderImage
4599600	DelegateComponentGenesis
4599616	DelegateComponentTerminus
4665696	DestroyDrawInfo
4668352	GetDrawInfo
4669408	CloneDrawInfo
4841184	DestroyExceptionElement
4841984	DestroyExceptionInfo
4842224	GetExceptionInfo
4842640	SetFatalErrorHandler
4842672	ThrowMagickException
4842848	AcquireExceptionInfo
4843504	InheritException
4844624	ThrowMagickExceptionList
4954720	GetGeometry.part.0
4956000	ParseGeometry.part.1
4961600	IsGeometry
4961872	ParseAbsoluteGeometry
4962416	ParseGeometry
4964224	SetGeometry
4964336	SetGeometryInfo
4964448	AppendValueToLinkedList
4964592	ClearLinkedList
4965168	DestroyLinkedList
4965328	GetLastValueInLinkedList
4965808	GetNextValueInLinkedList
4965904	GetNumberOfElementsInLinkedList
4967728	NewLinkedList
4970464	ResetLinkedListIterator
5007120	SetImageOpacity._omp_fn.3
5015216	CloneImage
5017104	DestroyImage
5017520	DestroyImageInfo
5018960	GetImageException
5019120	GetImageInfo
5019392	AcquireImageInfo
5019440	CloneImageInfo
5021600	GetImageVirtualPixelMethod
5021664	InterpretImageFilename
5023344	ReferenceImage
5026784	SetImageStorageClass
5027696	SetImageOpacity
5031664	SyncImageSettings
5033984	AcquireImage
5036576	SetImageInfo
5038448	SyncImagesSettings
5055008	AppendImageToList
5057392	DestroyImageList
5058208	GetFirstImageInList
5058496	GetImageIndexInList
5058560	GetImageListLength
5058736	GetNextImageInList
5058832	GetPreviousImageInList
5059696	NewImageList
5060608	ReplaceImageInListReturnLast
5062336	DestroyLocaleNode
5062512	LoadLocaleCache
5065168	FormatLocaleString
5065392	GetLocaleOptions
5067328	GetLocaleMessage
5068448	InterpretLocaleValue
5068960	LocaleComponentGenesis
5069008	LocaleComponentTerminus
5069120	IsEventLogging
5069152	LogComponentGenesis
5069168	LogComponentTerminus
5069184	LogMagickEvent
5069248	DestroyMagicElement
5071312	AcquireMagicCache.constprop.2
5071920	GetMagicInfo
5073840	MagicComponentGenesis
5073888	MagicComponentTerminus
5074048	DestroyMagickNode
5074208	GetImageDecoder
5074256	GetImageEncoder
5074304	GetMagickAdjoin
5074352	GetMagickBlobSupport
5074448	GetMagickEndianSupport
5074768	GetMagickSeekableStream
5074816	GetMagickThreadSupport
5075056	MagickCoreGenesis
5075296	MagickCoreTerminus
5075648	GetMagickInfo
5078048	RegisterMagickInfo
5078320	SetMagickInfo
5078624	UnregisterMagickInfo
5084016	AcquireAlignedMemory
5084144	AcquireMagickMemory
5084176	AcquireQuantumMemory
5084256	CopyMagickMemory
5084336	RelinquishAlignedMemory
5084384	RelinquishMagickMemory
5085440	ResetMagickMemory
5091984	MimeComponentGenesis
5092032	MimeComponentTerminus
5092720	SetImageInfoProgressMonitor
5152736	CloneImageOptions
5153312	DeleteImageOption
5153424	DestroyImageOptions
5153520	GetImageOption
5153632	GetCommandOptionFlags
5154784	GetNextImageOption
5154880	IsCommandOption
5154944	CommandOptionToMnemonic
5155152	ParseCommandOption
5156432	ResetImageOptionIterator
5156528	SetImageOption
5171568	GetMagickPixelPacket
5214864	DestroyPolicyElement
5216528	GetPolicyInfo
5218128	GetPolicyValue
5218256	IsRightsAuthorized
5219888	PolicyComponentGenesis
5219936	PolicyComponentTerminus
5225216	CloneImageProfiles
5225664	DestroyImageProfiles
5225712	GetImageProfile
5227600	SyncImageProfiles
5228688	CloneImageProperties
5231936	DestroyImageProperties
5234448	SetImageProperty
5236480	GetImageProperty
5293392	AcquireQuantizeInfo
5293792	DestroyQuantizeInfo
5442784	RandomComponentGenesis
5442832	RandomComponentTerminus
5444384	RegistryComponentGenesis
5444432	RegistryComponentTerminus
5487968	AcquireMagickResource
5490336	GetMagickResourceLimit
5491040	RelinquishMagickResource
5492032	ResourceComponentGenesis
5492432	ResourceComponentTerminus
5514816	AllocateSemaphoreInfo
5515184	DestroySemaphoreInfo
5515296	LockSemaphoreInfo
5515312	SemaphoreComponentGenesis
5515392	SemaphoreComponentTerminus
5515456	UnlockSemaphoreInfo
5518352	YShearImage
5519248	CropToFitImage
5522880	XShearImage
5523776	YShearImage._omp_fn.7
5536160	XShearImage._omp_fn.6
5552896	ShearImage
5561664	SplaySplayTree.part.2
5569680	AddValueToSplayTree
5570112	CloneSplayTree
5570544	CompareSplayTreeString
5571168	DeleteNodeFromSplayTree
5571632	DestroySplayTree
5572064	GetNextKeyInSplayTree
5572336	GetNextValueInSplayTree
5572608	GetValueFromSplayTree
5572880	GetNumberOfNodesInSplayTree
5572944	NewSplayTree
5574608	ResetSplayTreeIterator
5574736	RegisterStaticModules
5574752	UnregisterStaticModules
5636032	AcquireString
5637136	CloneString
5637984	ConcatenateMagickString
5639040	ConfigureFileToStringInfo
5639392	ConstantString
5639664	CopyMagickString
5640016	DestroyString
5641072	FormatMagickSize
5641360	FormatMagickTime
5641776	GetEnvironmentValue
5642368	LocaleCompare
5642496	LocaleNCompare
5642544	LocaleUpper
5672272	GetTimerInfo
5673392	GetMagickToken
5697728	IsGlob
5700240	CropImage._omp_fn.2
5709264	CropImage
5726224	TypeComponentGenesis
5726272	TypeComponentTerminus
5726400	GetPathComponent.part.4
5730336	GetPathAttributes
5730416	GetPathComponent
5731680	IsPathAccessible
5732464	ExpandFilenames
5755248	ConvertImageCommand
5996784	SetImageProgress.constprop.5
5996928	MagickCommandGenesis
5999232	MogrifyImageInfo
6007072	MogrifyImage.part.2
6034736	MogrifyImageList.part.3
6040896	MogrifyImages
6251792	__libc_csu_init
6251908	_fini
